================================================================================
TRAINING STATE SUMMARY
================================================================================
Step: 850
--------------------------------------------------------------------------------
Optimizer State
Optimizer: param_groups = 1
  Group 0: lr=1.413333e-05
           betas=(0.9, 0.999)
           weight_decay=0.01
Optimizer: parameter_states = 504
--------------------------------------------------------------------------------
Scheduler State
Scheduler: last_epoch = 106
--------------------------------------------------------------------------------
Loss History: 851 entries
Index        Step          Loss            LR
  755         755      0.905735  1.253333e-05
  756         756      0.860254  1.253333e-05
  757         757      0.938769  1.253333e-05
  758         758      0.825656  1.253333e-05
  759         759      0.830938  1.266667e-05
  760         760      0.942233  1.266667e-05
  761         761      1.017519  1.266667e-05
  762         762      0.993646  1.266667e-05
  763         763      0.904516  1.266667e-05
  764         764      0.910113  1.266667e-05
  765         765      1.076182  1.266667e-05
  766         766      0.810082  1.266667e-05
  767         767      1.057854  1.280000e-05
  768         768      0.853645  1.280000e-05
  769         769      0.746258  1.280000e-05
  770         770      0.969776  1.280000e-05
  771         771      0.768645  1.280000e-05
  772         772      0.945710  1.280000e-05
  773         773      0.817674  1.280000e-05
  774         774      0.966008  1.280000e-05
  775         775      0.872833  1.293333e-05
  776         776      0.772689  1.293333e-05
  777         777      0.931991  1.293333e-05
  778         778      0.863915  1.293333e-05
  779         779      0.811224  1.293333e-05
  780         780      0.785003  1.293333e-05
  781         781      0.746918  1.293333e-05
  782         782      0.712631  1.293333e-05
  783         783      0.826334  1.306667e-05
  784         784      0.894528  1.306667e-05
  785         785      0.688714  1.306667e-05
  786         786      0.728721  1.306667e-05
  787         787      0.774146  1.306667e-05
  788         788      0.919276  1.306667e-05
  789         789      0.778077  1.306667e-05
  790         790      0.806675  1.306667e-05
  791         791      0.804622  1.320000e-05
  792         792      0.737812  1.320000e-05
  793         793      0.733539  1.320000e-05
  794         794      0.756191  1.320000e-05
  795         795      0.750267  1.320000e-05
  796         796      0.749687  1.320000e-05
  797         797      0.663312  1.320000e-05
  798         798      0.815853  1.320000e-05
  799         799      0.737261  1.333333e-05
  800         800      0.720720  1.333333e-05
  801         801      0.619441  1.333333e-05
  802         802      0.662318  1.333333e-05
  803         803      0.834583  1.333333e-05
  804         804      0.819124  1.333333e-05
  805         805      0.606948  1.333333e-05
  806         806      0.632993  1.333333e-05
  807         807      0.794744  1.346667e-05
  808         808      0.649581  1.346667e-05
  809         809      0.673075  1.346667e-05
  810         810      0.677234  1.346667e-05
  811         811      0.743705  1.346667e-05
  812         812      0.696753  1.346667e-05
  813         813      0.699589  1.346667e-05
  814         814      0.712883  1.346667e-05
  815         815      0.711659  1.360000e-05
  816         816      0.682411  1.360000e-05
  817         817      0.623083  1.360000e-05
  818         818      0.775459  1.360000e-05
  819         819      0.635853  1.360000e-05
  820         820      0.720113  1.360000e-05
  821         821      0.714477  1.360000e-05
  822         822      0.700277  1.360000e-05
  823         823      0.612988  1.373333e-05
  824         824      0.615687  1.373333e-05
  825         825      0.705105  1.373333e-05
  826         826      0.535976  1.373333e-05
  827         827      0.499844  1.373333e-05
  828         828      0.594406  1.373333e-05
  829         829      0.647700  1.373333e-05
  830         830      0.524591  1.373333e-05
  831         831      0.568074  1.386667e-05
  832         832      0.635374  1.386667e-05
  833         833      0.523058  1.386667e-05
  834         834      0.610969  1.386667e-05
  835         835      0.676856  1.386667e-05
  836         836      0.617452  1.386667e-05
  837         837      0.622864  1.386667e-05
  838         838      0.676788  1.386667e-05
  839         839      0.517391  1.400000e-05
  840         840      0.501161  1.400000e-05
  841         841      0.588563  1.400000e-05
  842         842      0.555251  1.400000e-05
  843         843      0.559098  1.400000e-05
  844         844      0.662496  1.400000e-05
  845         845      0.457938  1.400000e-05
  846         846      0.727369  1.400000e-05
  847         847      0.466439  1.413333e-05
  848         848      0.494172  1.413333e-05
  849         849      0.475827  1.413333e-05
  850         850      0.650937  1.413333e-05

Initial loss: 3.922399 | Final loss: 0.650937 | Improvement: 3.271461
--------------------------------------------------------------------------------
Eval Loss History: 17 entries
Index        Step      Val Loss
    0          50      3.798718
    1         100      3.773403
    2         150      3.689400
    3         200      3.503919
    4         250      3.313677
    5         300      3.128141
    6         350      2.937045
    7         400      2.702658
    8         450      2.507101
    9         500      2.306069
   10         550      2.096693
   11         600      1.827588
   12         650      1.561319
   13         700      1.275045
   14         750      1.005678
   15         800      0.712455
   16         850      0.545622
================================================================================
